,text,category,polarity
1190,"While the ambiance and atmosphere were great, the food and service could have been a lot better.",food,negative
2630,"night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience.",service,positive
3968,The space is nice but when we order our drink we were in for a surprise.,anecdotes,neutral
3565,I do suggest to ask to be seated upstairs if you are looking to be a little cozy.,ambience,positive
617,"Being from the south, there aren't any good delis in my area and while watching Foods across America on PBS I found out about Katz's Deli.",miscellaneous,neutral
2354,"Both are delicious, the cooks are friendly and are willing to take a moment and speak to you and shake your hand.",food,positive
694,"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.",ambience,positive
1932,The waiter actually poured water on my hand and walked away.,service,negative
3903,"Having hunted around for a quiet, romantic, yet not hideously expensive restaurant I stumbled across reviews for La Lanterna and gave it a shot.",anecdotes,neutral
1329,I have been doing all of the above at the Heartland Brewery for over 5 years now and I HAVE NEVER BEEN DISAPPOINTED!,miscellaneous,positive
4382,"Going to Volare is like going to your favorite aunt's house for dinner, assuming that your aunt is a great Italian cook.",anecdotes,positive
2078,The food was absolutely amazing!!,food,positive
4297,They have a very diverse menu so its something for everybody.,food,positive
4126,I really didn't know what to expect for a restaurant that literally overlooks the main hall of Grand Central.,miscellaneous,neutral
2533,"Maybe I say so because it looked promising for people who like artery-clogging jewish deli food, but turns out to be poorly run and awful.",service,negative
2545,Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,service,negative
2516,Satisfying.,miscellaneous,positive
4300,The staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.,service,negative
1452,"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",miscellaneous,positive
3531,"Had 1 appetizer, 2 entrees and 2 cokes and the bill was ~$55.00, not including tip.",food,neutral
1241,I love the fact that the pizza tastes so good and is so cheap.,food,positive
3713,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",price,positive
4249,Everything that happened was not even up to mediocre.,anecdotes,negative
2399,Just an odd group.,miscellaneous,neutral
4061,"I would never wait for a table to eat, it just is not THAT great.",anecdotes,negative
3582,Their pad penang is delicious and everything else is fantastic.,food,positive
2600,"So, a little inconsistency there but either way, both pizzas were really good.",food,conflict
1847,"The freshest, best variety, and the fastest delivery.",food,positive
2343,"Perhaps this food is considered extreme to an Upper East Side resident, but for the rest of us who've actually eaten ethnic food, this is simply dull.",food,conflict
197,It's somewhere you can eat and be happy.,miscellaneous,positive
4232,You can even get packages of the chutneys to stock your fridge!,food,positive
3108,Great neighborhood joint.,miscellaneous,positive
113,"Pricey, but worth a try, at least once.",anecdotes,positive
2503,I ate here for the first time and absolutely loved it!,miscellaneous,positive
2996,"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.",ambience,positive
3290,"The eggplant parmesan is also great, and my friend who grew up in Manhattan claims that no one serves a better baked ziti with meatsauce.",food,positive
4816,I guess the way my friends and I described it was The French Colonies.,miscellaneous,neutral
4666,Went to Ottimo and was expecting outstanding pizza (as I love La Pizza Fresca).,miscellaneous,neutral
4835,I can't believe people complain about no cheese sticks?,anecdotes,neutral
612,Somewhat pricey but what the heck.,price,negative
3794,The hot and sour soup was unbearably hot and tasted of only pepper and nothing else.,food,negative
4422,And their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!,service,negative
2317,Why do people rave about the ambience.,ambience,negative
2673,Go girls!!!,miscellaneous,positive
1951,"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.",food,positive
1894,We come from New Jersey to eat at Kinoko.,anecdotes,neutral
960,This is a great Thai restaurant with a very friendly staff.,service,positive
1645,"Based on a visit a month ago, I returned the week before Christmas and was hugely disappointed.",miscellaneous,negative
922,I do not recommend lunch specials just because it tasts the same with other regular chinese restaurant.,food,negative
486,It was rather pathetic that it took them over an hour to seat us.,service,negative
3537,Best drumsticks over rice and sour spicy soup in town!,food,positive
3121,"Even with the prix fixe pricing, this restaurant is not worth it.",anecdotes,negative
2316,Its a go-to for dates as well as entertaining out of town guests.,ambience,positive
991,This place has many different styles of pizza and they are all amazing.,food,positive
3080,Could be pricey without a prix fixe meal.,price,negative
1285,Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,price,positive
756,Don't be fooled by crowds of people.,anecdotes,negative
3742,I complete the total bagel experience by having it lightly toasted.,miscellaneous,neutral
732,What a ripoff!,price,negative
4668,"We try frequenting new restaurants all over the city, but any time that we  visit a restaurant other than Roth's we are always disappointed.",anecdotes,neutral
3253,Every waitress and customer who passed by me bumped into my chair.,miscellaneous,negative
3604,I thought going to Jimmys would give me a real Domincan exprience.,anecdotes,neutral
811,The Waitstaff were very nice and suggested swordfish for my husband he enjoyed his meal.,service,positive
3933,Beautiful experience.,anecdotes,positive
2548,The prices were CHEAP compared to the quality of service and food.,price,positive
4098,I care more about the food and ambience.,ambience,neutral
1472,Sauce was watery and the food didn't have much flavor.,food,negative
1254,"The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.",food,positive
1111,"The food is terrible and overall, I would have to say avoid at all costs.",food,negative
3405,"Considering their price of $6.25 for lunch special, the dish was ridiculously small.",price,negative
541,"Since it literally is a complete hole in the wall, it's a bit intimidating at first, but you get over that very quickly as soon as the friendly staff welcomes you - don't hesitate to ask for help with what to get.",service,positive
4777,We've lived in the area for more than 8 years.,anecdotes,neutral
2062,I often go there to eat with my family.,miscellaneous,neutral
1205,"Well worth the trip, close to City Hall and downtown subway stops.",anecdotes,positive
1146,A pleasant surprise.,anecdotes,positive
4767,There was a small group of us looking somewhere to eat kinda late on a weeknight and we ended up at Pastis.,miscellaneous,neutral
1883,We also had shared a house salad that was fresh.,food,positive
1010,Metrazur has a beautiful spot overlooking the main terminal.,ambience,positive
4073,and we were thouroughly disapointed.,miscellaneous,negative
2148,Its also a bit of a hassle to get to without a car (I happen to live in Inwood).,anecdotes,negative
4093,"They do cater to American palates, but if you like it hot let them know and they are more than willing to oblige!",service,positive
720,Fantastic place.,anecdotes,positive
2799,Three of us arrived for dinner about 5:30 on a week night without reservations.,anecdotes,neutral
1823,JUST AWSOME.,anecdotes,positive
1079,"I was a little leary about Mary's at first - it's small, crowded and you usually have to wait on line - but I'm glad I finally tried it.",miscellaneous,positive
1982,My mouth starts to water merely thinking about the delight that is this restaurant.,food,positive
3171,"As there were so many to choose from we wandered up and down the street looking in the windows and such noticicing many empty seats ,except at Taj Mahal.",anecdotes,neutral
4557,"Check it out, it won't hurt your stomach or your wallet.",anecdotes,positive
80,"Raga's is a romantic, cozy restaurant.",ambience,positive
2294,"Spice is sleek, modern and cool with a menu that will not hurt your wallet.",ambience,positive
1892,"The space is a bit too small for live music, so on  jazz nights, it can be loud and cramped.",ambience,negative
1183,I went to this restaurant with a woman that I met recently.,miscellaneous,neutral
3847,The service is ok but could be better.,service,negative
4138,"They are not helpful in the least and will give you the grand run around so by the time the event date rolls around you will not only regret chosing this place, but also become hostile!",service,negative
4134,"great wine list (italian), good food, service was INITIALLY fine.",service,conflict
4681,Mizu is the Japenese find in Grammercy.,anecdotes,positive
3801,Their wines by the glass are a great accompaniment and you can eat like a king with wine for under $30.,price,positive
4343,But trust me it is so worth it.,anecdotes,positive
1112,"I've been to this monster sushi twice, the 46th st once, the 23rd st one a number of times.",anecdotes,neutral
3827,from an English speaking staff.,miscellaneous,neutral
423,Just don't do it.,anecdotes,negative
630,"Oh right, I should probably say something nice.",miscellaneous,neutral
402,The waitress suggested glasses of wine that went very well with the food.,service,positive
4812,Our first greeting when we entered was The last call is at 10:15.,service,negative
3411,The wine list is also really nice.,food,positive
1775,"Alain Ducasse is the best of everything, I mean everything was excelent.I",anecdotes,positive
3520,Would definitely go back again.,miscellaneous,positive
184,Le Pere Pinard has a $15 pre-theater menu that is outstanding.,food,positive
4211,"The food is consistently wonderful - I've been coming here for years, and the owner has always been accomodating and friendly.",food,positive
4789,The restaraurant is very small so reservations are a must.,miscellaneous,neutral
3956,The neighborhood was nice though so check out another restaurant instead.,anecdotes,negative
438,I think this would be a pretty good spot if it were not so overpriced and overrated.,price,negative
348,This is one of my favorite restaurants and it is not to be missed.,anecdotes,positive
386,would have rather tried terrace in the sky or water club for that price,anecdotes,neutral
2702,I've been several times and am totally smitten.,anecdotes,positive
330,"Last time I went here, the waitress didn't come back after taking our order.",service,negative
3871,The service was friendly and the atmosphere was casual.,ambience,positive
4619,I went with 5 friends and we lingered at the table for a bit and didn't feel rushed at all even though there was a wait.,miscellaneous,conflict
4119,i would just ask for no oil next time.,anecdotes,neutral
4493,We ate at this Thai place following the reviews but very unhappy with the foods.,miscellaneous,negative
2931,"the real kicker of the menu, however, is the beef cubes or the chicken with chili and lemon grass.",food,positive
4833,"The service was typical short-order, dinner type.",service,neutral
2935,"The bread and lamb chops I had before the meal were quite good, however.",food,positive
4111,"great for a romantic evening, or a fun evening with friends...",ambience,positive
1435,Hurley's is terrific!,anecdotes,positive
4288,And affordable.,price,positive
2572,The food was authentic.,food,positive
1891,Not a small feat for good french food in the area.,food,positive
1658,"On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.",service,conflict
334,"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.",anecdotes,negative
4053,"I would definitely go back for a very special occasion, but not for regular fine dining.",anecdotes,conflict
3463,Until you realize that their five minutes is meaningless and your wait may be anywhere from two to twenty minutes it may be frustrating.,service,negative
4103,I would highly recommend this place to everyone for any occasion!,anecdotes,positive
737,Food-awesome.,food,positive
1309,I was pretty much full after our fondue appetizer.,miscellaneous,positive
1240,Was surprisingly disappointed.,miscellaneous,negative
29,"i have eaten here a handful of times, for no reason besides sheer convenience.",miscellaneous,neutral
60,Look foward to trying the Ruben upon returning.,anecdotes,positive
37,I really liked this place.,miscellaneous,positive
2300,Very affordable and excellent ambient!,ambience,positive
1606,Anyone who ever dined at a thai restaurant is in for a huge disappointment.,anecdotes,negative
2636,The food there are sastifying.,food,positive
3985,"Food was very good, but not what I would consider out of this world.",food,positive
8,"Not only was the food outstanding, but the little 'perks' were great.",food,positive
1881,The drinks are always welll made and wine selection is fairly priced.,food,positive
3591,big and soft as well as good lunch food.,food,positive
14,"The Bagels have an outstanding taste with a terrific texture, both chewy yet not gummy.",food,positive
3533,"It's really a takeaway place, I wouldn't sit if I could take it home.",anecdotes,neutral
2986,What an amazing meal and experience!,miscellaneous,positive
678,"Quite frankly, this is some of the worst sushi I have ever tried.",food,negative
4731,"strike up a conversation with the attorney next to you, or with the local union worker on the other side.",anecdotes,neutral
461,"Get your food to go, find a bench, and kick back with a plate of dumplings.",anecdotes,positive
3397,The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.,ambience,positive
1046,A great choice at any cost and a great deal.,miscellaneous,positive
2911,"The service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.",service,negative
3302,"In fact, while leaving the place we saw two people looking at the menu, and I couldn't help telling them that the food was horrible.",miscellaneous,negative
151,"My husbands was perfect, my was well done and dry.",food,conflict
3111,My fiance took me to Scopa last week for my birthday and I couldn't believe the food.,anecdotes,neutral
1087,By far this is the only chinese desserts place I know in NY or anywhere close in the Northeastern America that serves desserts with frog jelly in a couple of varieties and pig feet ginger simmered in black vinegar.,food,positive
257,"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",food,positive
598,You can't go wrong with this place.,miscellaneous,positive
2613,"We were worried we would have trouble getting in, but somehow managed to have a short wait.",service,positive
1179,"This place started off a little iffy, but is now one of my favorite indian restaurants in NYC (and I'm indian, so I should know).",miscellaneous,conflict
3634,"We liked it so much, that we will always make it a point to dine here when we visit New York.",miscellaneous,positive
1041,"The food was very good, a great deal, and the place its self was great.",food,positive
4066,I had a grat time at Jekyll and Hyde!,miscellaneous,positive
251,They have authentic Indian at amazin prices.,price,positive
3649,We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.,service,positive
157,I heartily recommend.,anecdotes,positive
1729,"The fish was adequate, but inexpertly sliced.",food,conflict
2346,This little place definitely exceeded my expectations and you sure get a lot of food for your money.,ambience,conflict
2899,The food was mediocre at best but it was the horrible service that made me vow never to go back.,service,negative
1946,"But they don't have a toaster, which is strange.",service,negative
2906,"You get what you pay for and with that logic in mind, Spice is a great place to grab some cheap eats and drinks in a beautiful setting.",price,positive
2199,One of my favorite places in Manhattan.,anecdotes,positive
3457,If I wanted to deal with a crappy scene and annoying customers I'd go out in Manhattan.,anecdotes,negative
1813,"This place, however, has a lot less pretension than Joya and the Thai food is still above-average.",food,positive
928,Went here last night and had a pleasant experience.,miscellaneous,positive
1192,"While the ambiance and atmosphere were great, the food and service could have been a lot better.",ambience,positive
4272,"It was raining, and we figured why not?",anecdotes,neutral
4518,I had been a regular due to the consistently good food and ease of getting a table.,miscellaneous,positive
3541,Their whitefish salad is excellent--all whitefish with a little mayo.,food,positive
2024,"Good, dark atmosphere and the music is a nice touch.",ambience,positive
610,Authentic bistro!,miscellaneous,positive
1769,My friend's food was also the complete opposite of what it's supposed to taste like (aND look like).,food,negative
2663,Cheese plate is a varied delight and great bargain at $10.,food,positive
1299,All pretty good.,anecdotes,positive
841,Pastrami or corned beef are juicy and piled high (ask for extra rye bread).,food,positive
1406,My boyfriend and I recently had an early dinner at Artisanal and was satisfied with our experience.,anecdotes,positive
3051,This quiet dark asian bistro is well worth the trip.,anecdotes,positive
76,Worth visiting the 1st Ave spot because it is the original store.,anecdotes,positive
2543,"When he's not making authentic Neapolitan pizza in the open brick oven or lightly frying zucchini blossoms, he's visiting the regulars (a growing legion) and checking on newcomers.",food,positive
4431,Just stick with the small dishes!,food,neutral
3081,This is definitely an  excellent date spot because of the ambiance and on the weekends the  night scene is more than alive.,ambience,positive
4282,"This time, I prefer not to go into detail.",miscellaneous,neutral
4836,I can't believe people complain about no cheese sticks?,miscellaneous,neutral
2671,But they've done a really nice job of offering all the typical pizzeria faves plus some terrific specials like the Godmother pizza (a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual).,food,positive
593,yourself a favor and have dinner here and see if you dont agree with me.,anecdotes,positive
1689,The pickles were great addition.,food,positive
3883,20 minutes for our reservation but it gave us time to have a few cocktails and enjoy our surroundings and each other.,ambience,positive
2271,(Always ask the bartender for the SEASONAL beer!!!,food,positive
1262,Great find!!!,miscellaneous,positive
3114,Ummm...the beer was cold.,food,positive
4291,"The staff makes you feel at home, the food is great and the atmosphere is WONDERFUL!",ambience,positive
1543,"go to any corned indian restaurant, and the little india strip along east 6 st rules supreme!",anecdotes,positive
4396,Very good value,miscellaneous,positive
872,"The waitress remembers me and is very friendly, she knows what my regular is and that's the fried mini buns with the condensed milk and the assorted fruits on beancurd.",food,positive
2205,We were looking forward to nice glass of Sangria when we arrived.,food,positive
4161,This place is always packed.,miscellaneous,neutral
524,I've been here 3 times for lunch and it is one of my favorites in the city.,anecdotes,positive
2851,Nice place though.,miscellaneous,positive
1887,I'm glad I was introduced to this place and this is a rare gem in NY.,anecdotes,positive
166,"The atmosphere is unheralded, the service impecible, and the food magnificant.",service,positive
3935,The bagels are also reasonably priced for NYC.,price,positive
504,"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",food,positive
4185,They are served with a free appetizer and the portions are perfect for lunch.,price,positive
3522,I have been to Rao's probably 15 times the past 3 years and it keeps getting better.,miscellaneous,positive
2869,The main downside to the place is the nazi-like guy running it who constantly complains about the noise level.,service,negative
1941,I brought some buddies from CA and they loved it.,miscellaneous,positive
253,"There's nice and quiet, small but enough for 6 (or more).",ambience,conflict
2455,"Great service, great food.",service,positive
2674,"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.",service,negative
1025,Save yourself the time and trouble and skip this one!,anecdotes,negative
2180,It was wonderful.,miscellaneous,positive
2364,P.S. Please don't tell anyone in my family i eat there.,miscellaneous,neutral
660,"Especially liked chicken tikka and the naan, and the dals.",food,positive
2412,"Be sure to try the seasonal, and always delicious, specials.",food,positive
2675,"The steak is good, the fish is good and the sushi was surprisingly great.",food,positive
1160,"Pizza is terrific, as is homemade pasta.",food,positive
133,Not too crazy about their sake martini.,food,negative
1011,Friendly staff that actually lets you enjoy your meal and the company you're with.,service,positive
1471,Wouldn't recomend it for dinner!,miscellaneous,negative
1336,The spicy tuna and salmon are the best we've ever had.,food,positive
4266,Heartland Brewery is a great way to start or finish your day.,anecdotes,positive
3908,"We live in New Jersey and whenever we go into New York City we buy bagels to eat hot and then to freeze (they told me that if I call in the order, they'd bring it out to the car so I wouldn't have to look for parking).",service,positive
3330,The place is small and cramped but the food is fantastic.,ambience,negative
1967,The cream cheeses are out of this world and I love that coffee!!,food,positive
4460,You can't say its cheap because food is cheaper in Chinatown.,price,conflict
683,"By the time we were done, it was past 1:00am.",miscellaneous,neutral
1118,"I went at 6:00 PM specifically for the pre-theater menu ($19.95 for roasted tomato soup with chevre, steak frites, creme brulee) and it was marvelous.",food,positive
436,"I am not the most experienced person when it comes to Thai food, but my friend who took me there is.",anecdotes,neutral
278,"Pizza and garlic knots are great as well, I order from them quite often and the delivery is always super quick!",food,positive
4459,I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,service,positive
3052,This quiet dark asian bistro is well worth the trip.,miscellaneous,positive
2520,We took advanatage of the half price sushi deal on saturday so it was well worth it.,price,positive
1255,The plain pizza was soggy and the creative wild mushroom(third generation-Fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.,food,negative
1252,Katz's has been a NYC original for over 100 years.,miscellaneous,positive
124,Can't wait to go back.,miscellaneous,positive
1763,i would go again if i didn't have to pay.,anecdotes,positive
2252,Would recommend - perfect for those looking for a place close to grand central.,anecdotes,positive
135,"Great bagels, spreads and a good place to hang out in.",anecdotes,positive
3042,but I wouldn't wanna live there.,miscellaneous,neutral
3579,"Overall I was impressed and will return, it's a great QPR (Quality to Price Ratio).",price,positive
2459,"sometimes i get bad food and bad service, sometimes i get good good and bad service.",service,negative
4088,The service is not consistently excellent -- just decent.,service,neutral
3306,"If you want Americanized Chinese food with your usual watery, generic white sauce, this is your place.",miscellaneous,negative
3489,"Found service above average, but that could be because we were 13 of us.",anecdotes,positive
2574,The dim sum is delectable while the prices are quite easy on the wallet.,price,positive
1126,"Yes, the prices are high, but I felt it was worth it.",price,conflict
3294,"Quality ingredients preparation all around, and a very fair price for NYC.",price,positive
4081,Since my first dinner I have had the chance to have brunch at Orsay 3x.,miscellaneous,neutral
537,I'm not picky - but it was actually gross.,food,negative
456,Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.,food,positive
2878,I think I've had some the best meals of my life at minnow.,food,positive
4566,INCREDIBLY POOR SERVICE AN FOOD QUALITY AT EXORBITANT PRICES.,price,negative
2413,The ambience is authentic and relaxing and we have always received attentive and prompt service.,ambience,positive
2642,The bar is very well stocked with interesting beers and well priced wines.,food,positive
1699,"Waiters tend to forget drinks completely, food portions are so tiny, two people have trouble sharing one entree.",service,negative
4383,"Going to Volare is like going to your favorite aunt's house for dinner, assuming that your aunt is a great Italian cook.",miscellaneous,positive
125,I grew up eating Dosa and have yet to find a place in NY to satisfy my taste buds.,anecdotes,neutral
2196,Great place to grab a hot bagel on the way to work.,food,positive
1945,"During our meal, the management came over and checked on us and even bought us a round of drinks.",service,positive
3640,For an untrendy rip-off- eat here.,anecdotes,negative
3501,Overall a disappointing experience for that price category.,anecdotes,negative
4678,What makes this restaurant special are the authentic sichuan cooking and being the only one in NYC that offers authentic chongqing hotpot.,food,positive
3513,We were less than impressed.,anecdotes,negative
4586,"The food came out wrong, the waiter was no where to be found and the wine showed up at the end of the meal.",food,negative
463,"Please try the Filet Mignon, its just the most tender piece ever.",food,positive
3661,Go hungry and enjoy.,anecdotes,positive
738,"good music, great food, speedy service affordable prices.",food,positive
680,"The food is great, service is ok.",service,neutral
1321,We thought this a prelude to what the evening will be like.,anecdotes,neutral
602,Not pretentious and very economical.,price,positive
2158,"Don't waste your time, or money!!",anecdotes,negative
2854,"Similar to other Indian restaurants, they use the dinner special to attract customers at the door.",anecdotes,neutral
684,"Spice is great Thai food, love the inexpensive appetizers.",food,positive
138,"whoever the jazz duo was, they were on POINT.",ambience,positive
2838,"However, I do not understand the extraordinary hype about this restaurant.",anecdotes,negative
3905,I've never been disappointed.,anecdotes,positive
3492,"When I arrived at Orsay I was thrown back, in a veyr good sense.",miscellaneous,positive
1073,I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.,service,negative
4797,At first i was rolling my ideas of yet another French place on the UES.,miscellaneous,neutral
3505,"I've had the lunch buffet at Chennai a couple of times, when I have been in the neighborhood.",miscellaneous,neutral
1963,This quaint and romantic trattoria is at the top of my Manhattan restaurant list.,miscellaneous,positive
4394,"Out of the hundreds of Italian restaurants in Queens, this is among the best.",miscellaneous,positive
3324,I must give it Yon out of Yon stars!,miscellaneous,positive
2823,Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,food,positive
4558,"Check it out, it won't hurt your stomach or your wallet.",miscellaneous,positive
1022,"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",price,positive
1644,"Based on a visit a month ago, I returned the week before Christmas and was hugely disappointed.",anecdotes,negative
116,"I've been there a few times, and I usually end up sitting next to some pretty odd people.",miscellaneous,negative
3902,"Forget the rush and the wait and the noise (which isn't actually that bad), I mean please, who goes to a steakhouse to be coddled and romantic?",ambience,conflict
2534,"Maybe I say so because it looked promising for people who like artery-clogging jewish deli food, but turns out to be poorly run and awful.",food,conflict
1901,I highly recommend it.,miscellaneous,positive
100,"Nice atmosphere, the service was very pleasant and the desert was good.",service,positive
2329,"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",food,positive
4423,And their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!,price,negative
4316,I am French and I really felt like home!!!,anecdotes,positive
1086,I got enough reasons to keep coming back!!!,miscellaneous,positive
156,"The cuisine from what I've gathered is authentic Taiwanese, though its very different from what I've been accustomed to in Taipei.",food,neutral
1143,too large for just two people but nothing was left.,food,positive
344,Enjoy!,anecdotes,positive
26,"He can't help, they're bought up so fast.",miscellaneous,neutral
646,Perhaps.,anecdotes,neutral
2495,"Overall, excellent restaurant!",miscellaneous,positive
1679,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",price,negative
1514,No thanks!!!,miscellaneous,negative
1789,"Haru serves very fresh fish, has a trendy, modern ambiance, prime location on Park Avenue South and friendly service.",food,positive
1990,We were walking around the village and went into this place just for some drinks.,anecdotes,neutral
637,this is can became on e of the NY Italian Food fare institutions.,miscellaneous,neutral
1620,I recieved prompt service with a smile.,service,positive
2246,"I have never eaten in the restaurant, however, upon reading the reviews I got take out last week.",miscellaneous,neutral
1953,Someone else recommended the dessert - we also left that.,food,negative
1574,You should pass on the calamari.,food,negative
4287,My only problem is that you are literally sitting on top of the people next to you!,ambience,negative
3007,The Thai food is good.,food,positive
2034,"That said, I thought Scalini Fedeli was one of the best dining experiences I've EVER had.",anecdotes,positive
550,My girlfriend convinced me to go in the other night for a quick bite.,anecdotes,neutral
4304,I drop more dollar bills here than your uncle after a weekend at Scores.,miscellaneous,neutral
3865,"The vibe is very relaxed and cozy, service was great and the food was excellent!",ambience,positive
934,"For $760 for 2 people, it's a once in a lifetime experience.",price,negative
4333,"Great food, great decor, great service.",ambience,positive
1424,kalbi and nebbiolo do work together.,food,neutral
3378,"Everything is delicious, though, my gf and I come here once a week sometimes- you will get addicted!",anecdotes,positive
2918,I go and eat out at many different restaurants and this is one place you have go and try.,anecdotes,positive
1856,"The sandwiches are dry, tasteless and way overpriced.",food,negative
3730,"La Rosa waltzes in, and I think they are doing it the best.",miscellaneous,positive
1590,HIGHLY RECOMMENDED for a first date.,anecdotes,positive
2379,Great atmoshere and worth every bit.,ambience,positive
56,"From the incredible food, to the warm atmosphere, to the friendly service, this downtown neighborhood spot doesn't miss a beat.",service,positive
4327,I cannot recommend OG more highly if I tried - check it out for yourself.,miscellaneous,positive
1738,"While it's not Nobu, it sure is a great deal and you definitely will leave feeling satisfied and full.",price,positive
2076,"Needless to say, I'm never going back and you should be wary too.",miscellaneous,negative
2482,"I was in love with Pongsri on 48th, but compared to Suan it is slow in service and overpriced.",price,negative
3417,"Service was devine, oysters where a sensual as they come, and the price can't be beat!!!",service,positive
1083,"We've only eaten in the restaurant once, but we have ordered many times for dinner.",anecdotes,neutral
4662,The food and staff always surprise me with the new heights they are taken to.,service,positive
510,Gigino's in Wagner Park is so enjoyable.,anecdotes,positive
1114,"Unfortunately, the food was NOT something to get worked up about.",food,negative
4762,And when I visit her I make it a point to eat at 'Ino at least once daily if not once for the whole trip.,miscellaneous,positive
447,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",food,positive
3464,always fresh and delicious.,food,positive
2221,We will come back!!!,anecdotes,positive
1018,"Besides, we were on vacation!",anecdotes,neutral
879,"wow! how have i missed this one ,tried Long Tan last week for the first time and now know what the NY TIMES and many more in the neighborhood already knew.",miscellaneous,positive
3677,"The staff is very kind and well trained, they're fast, they are always prompt to jump behind the bar and fix drinks, they know details of every item in the menu and make excelent recomendations.",service,positive
4674,I would recommend this place to anyone and would without a doubt come again.,miscellaneous,positive
3958,My fish was delicious in an incredible curry sauce.,food,positive
4392,"Alone for 100 bucks, it is really overprice.",price,negative
3400,"Overall, the ingredients and technique are there and I am encouraged enough to return at lunch or dinner to see whether the boldness of the flavour palette improves.",anecdotes,positive
3450,I was pleasantly surprised to find this gem in Hoboken.,anecdotes,positive
1971,Service was prompt and courteous.,service,positive
1225,"Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!",service,positive
3054,I knew upon visiting NYC that I wanted to try an orginal deli.,miscellaneous,neutral
4045,We ran a little late for the reservation but it wasn't a problem to get our table immediately.,service,positive
3936,"If you can handle that, it's a great place for a business dinner, fun with friends or simply a table for 2.",anecdotes,positive
1154,very good breads as well.,food,positive
1440,"Great bar, most gorgeous bartenders you've ever seen (specifically the blond lady).",service,positive
3312,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,food,positive
4397,Here you get the zen feel without feeling rigid.,ambience,positive
1614,"While the food was excellent, it wasn't cheap (though not extremely expensive either).",price,conflict
3265,Get the feeling they settled into a groove a while ago.,miscellaneous,neutral
4706,A wonderful place!,miscellaneous,positive
981,Love YUKA.,anecdotes,positive
2553,"Top spot in town for Vietnamese classics, better than places that cost a lot more.",food,positive
950,"Well, their deliveries take for ever and the food is usually cold.",service,negative
1224,"Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!",food,positive
4311,It was a very nice surprise.,miscellaneous,positive
3471,"This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!",ambience,positive
2418,"At 5 dumplings for $1, you just cannot go wrong.",price,positive
3429,We went to eat at the Jekyll and Hyde restaurant on Friday night and really enjoyed the fun atmosphere and good food.,food,positive
3349,"It's true, you feel like your in a scene from Goodfellas.",ambience,neutral
1483,Make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to Time Square.,service,conflict
3546,"The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry, inedible chicken with terrible sauce.",food,negative
