,text,term,start,end,polarity
1190,They also have a back garden open in the summer - cute and French with outdoor seating - what more could you ask for?,back garden,17,28,positive
1002,The spicy tuna and salmon are the best we've ever had.,salmon,19,25,positive
1860,"Excellent atmosphere, delicious dishes good and friendly service.",atmosphere,10,20,positive
1950,"When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently While it is understandable that every place is indeed different, there was not a need to be uncourteous to customers and downright rude.",dish,31,35,neutral
1571,"Disappointing food, lousy service.",service,26,33,negative
774,"I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.",prices,113,119,positive
311,Try their plain pizza with fresh garlic or eggplant.,garlic,33,39,positive
740,"A few tips: skip the turnip cake, roast pork buns and egg custards.",roast pork buns,34,49,negative
998,"We've been following chef Lyle's food around New York for 15 years and while remaining classic, his innovations with bistro fare have made us return and return.",chef,21,25,positive
111,They are often crowded on the weekends but they are efficient and accurate with their service.,service,86,93,positive
2944,The steak was excellent and one of the best I have had (I tasted the butter intitally but in no way did it overwhelm the flavor of the meat).,flavor,121,127,neutral
701,"Anyway, the food is good, the price is right and they have a decent wine list.",food,12,16,positive
3440,"I am a 100 lb girl, had a glass of wine and a glass of beer prior to the dinner, and I was still HUNGRY after my visit to this place!",dinner,73,79,neutral
1313,"If your favorite Chinese food is General Tao chicken, then this is NOT your place.",General Tao chicken,33,52,negative
322,The pizza is good though.,pizza,4,9,positive
8,Our agreed favorite is the orrechiete with sausage and chicken (usually the waiters are kind enough to split the dish in half so you get to sample both meats).,waiters,76,83,positive
2814,Monday nights are a bargain at the $28 prix fix - this includes a three course meal plus *three* glasses of wine paired with each course.,prix fix,39,47,positive
1216,Try the spicy wontons and the salt pepper shrimps.,salt pepper shrimps,30,49,positive
1038,"Barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed, however herb mix or other sauce would have done much to enhance.",Barbecued codfish,0,17,positive
3233,"The ambiance is minimal the food is not phenomenal, but some dishes are quite good, such as the eggplant parmesan, veal in carozza chicken saltimbocca.",food,28,32,negative
2609,Price and quality of fish alone will keep us from making a return visit.,fish,21,25,negative
14,"They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.",mayonnaise,18,28,negative
1718,We've been to Grocery three times and not once has an item on the menu disappointed.,menu,66,70,positive
73,"Nice atmosphere, the service was very pleasant and the desert was good.",service,21,28,positive
339,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",menu,105,109,neutral
2033,Both times we waited well over a half hour for a table (even though we had reservations).,table,49,54,negative
2144,"Some of the workers ignore me and talk to the female customers, other times, they've skipped my order.",workers,12,19,negative
3391,Just stick with the small dishes!,dishes,26,32,negative
2297,we were seated at the sushi bar in front of yasuda.,sushi bar,22,31,neutral
2676,"The dosas are skimpy, unattractive and drip with grease, and personally I'd drink popcorn topping before I'd eat another one of these.",popcorn topping,82,97,neutral
2935,Service is fast and friendly.,Service,0,7,positive
1368,I ordered the crab cocktail and it was soaked in a lime juice concoction where all you could taste was the lime.,lime,107,111,neutral
1086,"I had a terrific meal, and our server guided us toward a very nice wine in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good.",meal,17,21,positive
610,"The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.",wine list,39,48,positive
119,"The wait staff is friendly, and the food has gotten better and better!",food,36,40,positive
1097,"I had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.",tuna tartare,10,22,positive
3535,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,Traditional French decour,0,25,positive
2909,"Stick to dimsum, not super overpriced noodles.",noodles,38,45,neutral
2416,We could have made a meal of the yummy dumplings from the dumpling menu.,meal,21,25,positive
935,"The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.",Pastrami sandwich,4,21,positive
2437,"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.",thin-crust pizza,31,47,positive
1692,Bartender was unable to tear himself away from friends at bar.,bar,58,61,neutral
2938,And they have these home made potato chips at the bar that are the most delicious things in the world!,bar,50,53,neutral
858,We were fans of the half-price Saturday night option until some inedible squid during a recent visit.,half-price Saturday night option,20,52,positive
2973,"I recommend their Pad See Ew, Pork Chops or Tofu plates.",Pork Chops,30,40,positive
1786,"Fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness.",Fluke sashimi,0,13,positive
2153,"While the new restaurant still features much of the same classical furniture that made Tiffin so attractive, the menu has been overhauled.",classical furniture,57,76,positive
2064,I particularly love their yellowfun tuna and their mussel selection.,mussel selection,51,67,positive
1523,"So, for good food i'd recommend it, but not for a fun night out.",food,13,17,positive
2399,Good bagels and good cream cheese.,cream cheese,21,33,positive
3669,"To my right, the hostess stood over a busboy and hissed rapido, rapido as he tried to clear and re-set a table for six.",table,105,110,neutral
1530,"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.",entree,105,111,neutral
3647,"I don't know about you guys, but when I go somewhere to eat I go for the food not for the atmosphere.",atmosphere,90,100,neutral
1758,"We were on our way back to NJ, and since I am in NY, we figured why not grab some food?",food,82,86,neutral
3629,We also ordered two hot dogs thinking they would be pretty good since there is a whole section on the menu devoted to them.,hot dogs,20,28,neutral
2798,I would highly recommend this place to anyone looking for a casual atmosphere that whisks you away to the left bank of the river Seine.,atmosphere,67,77,positive
878,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",pistachio ice cream,135,154,positive
1843,"But for whatever reason, prices are about twice as high.",prices,25,31,negative
373,"But, nothing stands out about the cooking.",cooking,34,41,neutral
2602,"Other guests enjoyed pizza, santa fe chopped salad and fish and chips.",fish and chips,55,69,positive
2585,"It is far more popular as a bar than as a restaurant, with only a few tables and the waiter being the bartender, but we greatly enjoyed the unobtrusive atmosphere.",bar,28,31,positive
3169,"Staffs are not that friendly, but the taste covers all.",Staffs,0,6,negative
931,The sushi was awful!,sushi,4,9,negative
875,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",lamb sausages,62,75,positive
2279,Unique apppetizers.,apppetizers,7,18,positive
1007,"Upon entering, we were greeted by the owners, Steven and Frederick, who went out of their way to be more than gracious hosts.",owners,38,44,positive
2237,"the real kicker of the menu, however, is the beef cubes or the chicken with chili and lemon grass.",menu,23,27,neutral
7,Our agreed favorite is the orrechiete with sausage and chicken (usually the waiters are kind enough to split the dish in half so you get to sample both meats).,orrechiete with sausage and chicken,27,62,positive
1964,we came here on a crowded saturday night and were seated right away despite being 15 minutes late for our reservation.,seated,50,56,positive
2310,"I ordered tamarind duck and my wife ordered noodles with ground beef, and we were both delighted by the way the dishes evoked Thai flavors in unexpected ways.",Thai flavors,126,138,positive
3124,I care more about the food and ambience.,food,22,26,neutral
570,"my personal favorite is an everything bagel with lox spread, but all the bagles are unbeliavably good.",bagel with lox spread,38,59,positive
3509,The wine and cheese plate are plentiful and can't wait to try the fondue or table grilling.,cheese,13,19,positive
2178,Cornelia Street looks like a Broadway set for West Side Story and the inside of Po is so cool quaint you really can't top the setting for a romantic dinner in NYC.,setting,126,133,positive
1852,"Only complaint would be that at an average cost of $12-$15 per meal, I'd like not to have to worry about finding a seat!",cost,43,47,negative
1711,We were looking forward to nice glass of Sangria when we arrived.,glass of Sangria,32,48,positive
3122,I had the mango chicken and i can't go on to tell you how delicious that was and the presentation was beatiful.,mango chicken,10,23,positive
565,We go on Mondays for the prix fixe and our experience with the food has been comparable to Blue Ribbon.,prix fixe,25,34,neutral
641,"otherwise, good stuff for late nite eats.",eats,36,40,positive
3028,Coming from Boston this place is like Emma's Pizza in Kendall Square in Cambridge (although they have more funky toppings!),toppings,113,121,positive
320,"I am not the most experienced person when it comes to Thai food, but my friend who took me there is.",Thai food,54,63,neutral
3665,We were told that they were booked solid and no other table was available.,table,54,59,negative
3154,"As far as the service goes, the waitresses were not particularly friendly, but they got the job done.",service,14,21,conflict
3365,I would recommend putting your name down and then getting a drink at a local bar first though because of the wait time.,bar,77,80,neutral
102,One thing I liked about this place is that I never felt rushed or pressured to give up my table ot incoming guests.,table,90,95,neutral
1638,"It is about FOOD and Ambiance, and imagine how dreadful it will be it we only had to listen to an idle engine.",FOOD,12,16,negative
3057,"Food was very good, but not what I would consider out of this world.",Food,0,4,positive
1969,"No dress codes, no attitudes, plenty of comfort companionship, a great place to relax in an always busy Midtown.",place,71,76,positive
2167,"Only drawback - they won't toast your bagel, and they don't make eggs for the bagel.",eggs,65,69,negative
823,"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the Peter's Favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.",bread,6,11,positive
2908,The only thing the waiters don't do for you is wipe your chin when you leave.,waiters,19,26,positive
1542,"From the entrees to the sides to the drinks, everything was creatively prepared yet still simple.",sides,24,29,positive
508,"While certain staples are excellent (the burger, some of the pastas), the food is not really the point.",pastas,61,67,positive
3351,All the desserts the group tried got favorable reviews.,desserts,8,16,positive
989,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",semi-private boths,51,69,positive
1058,"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!",crust,77,82,positive
1162,The shrimp scampi was excellent and the antipasti were plentiful.,shrimp scampi,4,17,positive
638,The location and ambience is Ok but the food is what makes up for it.,ambience,17,25,neutral
2389,"Where tanks in other Chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the tanks at Ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.",dim sum,239,246,neutral
1939,"My friends and I experienced amazing cheese and a delicious, new summer menu at Artisanal last night.",menu,72,76,positive
2949,Terrific menu full of unique rolls and special dishes.,menu,9,13,positive
1143,The noodle and rices dishes taste great.,noodle and rices dishes,4,27,positive
3469,Decor is charming.,Decor,0,5,positive
2174,For dinner I had the chicken tikka-masala and some garlic naan.,chicken tikka-masala,21,41,neutral
2863,"This place doesn't compare with Mamoun's in terms of price, freshness, value, and consisent quality, but that's just my opinion.",quality,92,99,negative
666,Much more reasonably priced too!,priced,21,27,positive
830,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",paninis,36,43,positive
520,"good music, great food, speedy service affordable prices.",food,18,22,positive
1229,"Yet paired with such rude service, would never recommend for anyone interested in carrying any kind of conversation while there.",service,26,33,negative
2283,"Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.",chips,65,70,neutral
2684,"The food was very good, but not very thai.",food,4,8,conflict
277,Succulent steaks cooked precisely to your desired 'doneness' accompanied by salads and sides that don't look like leafy road kill.,sides,87,92,positive
1566,I have to say I have never had a disapointing meal here.,meal,46,50,positive
1722,Tried the pad see ew on the recommendation of the last reviewer since it's one of my favorite dishes.,pad see ew,10,20,neutral
1612,The food was very expensive (we spent $160 for lunch for two) but extremely tasty.,lunch,47,52,negative
1719,"The food is very good too but for the most part, it's just regular food, nothing special.",food,4,8,positive
1133,Make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to Time Square.,reservations,5,17,negative
375,Joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere.,atmosphere,79,89,positive
337,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",service,4,11,positive
1725,"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.",music,69,74,positive
1628,"An excellent alternative to fast food joints and ordering in but, the food was slightly disappointing.",food,70,74,negative
1137,The food was average or above including some surprising tasty dishes.,dishes,62,68,positive
1010,"Meat dishes now adorn the selections, although there's still a large number of vegetarian-friendly choices.",Meat dishes,0,11,neutral
1796,The owner and staff are all Japanese as well and that adds to the entire ambiance.,ambiance,73,81,positive
258,"We had crawfish boiled and despite making a mess, it was a ton of fun and quite tasty as well.",crawfish boiled,7,22,positive
2534,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,price,88,93,positive
2097,"The food was below average, the service was pathetic, there was no ambience at all.",food,4,8,negative
3615,"One of my favorites though was the Angry Lobster, a cold lobster salad that was magnificent.",Angry Lobster,35,48,positive
759,The place itself is beautiful the bar scene seems to be happening.,bar scene,34,43,positive
947,"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.",service,78,85,positive
1915,"I didn't take a look at the rest menu, but the oysters were fantastic.",oysters,47,54,positive
3458,Cozy romantic atomosphere with only around 15 tables at most.,atomosphere,14,25,positive
2553,Kosher dills are the perfect compliment for your unforgetable sandwich and they give you plenty of them.,sandwich,62,70,positive
85,"Great food, good size menu, great service and an unpretensious setting.",menu,22,26,positive
3061,"Try the Pad Thai, it's fabulous and their prices are so cheap!",prices,42,48,positive
719,All of my co-workers stated that the food was amazing and wondered why they hadn't heard about this place.,food,37,41,positive
1611,The food was very expensive (we spent $160 for lunch for two) but extremely tasty.,food,4,8,conflict
3246,"During the course of the past 3 months, the chef and staff changed and it was not for the better.",chef,44,48,negative
1847,"The spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!",spicy tuna roll,4,19,positive
3347,I would highly recommend Nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.,candles,121,128,positive
2236,"I have been here a few times for dinner, once for brunch and twice for lunch.",lunch,71,76,neutral
2495,We were disappointed with the pre-fixe menu of only 2 choices per course (other restaurants offer 3 choices) and ended up ordering a la carte.,ordering a la carte,122,141,negative
1326,"Interesting selection, good wines, service fine, fun decor.",wines,28,33,positive
3328,"The only weird thing was if we got a bottle, the waitress would have simply multiplied the glass price X4, which makes no sense whatsoever.",waitress,49,57,negative
807,The food is prepared quickly and efficiently.,food,4,8,positive
3,"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.",kitchen,55,62,positive
1032,like saying her bread comes from a special bakery when we have seen her buying it dowtown manhathan.,bread,16,21,negative
2546,"The only possible drawback to this last point is that as of the date of this posting, the additional menu items are only written in Chinese.",menu items,101,111,negative
1926,When we were finally seated our waitress came by twice-1 for our order and 2-for our check.,check,85,90,neutral
299,The waitress suggested glasses of wine that went very well with the food.,glasses of wine,23,38,positive
2301,"Orsay, is a very pleasnt throw back to traditional French food, and French service as well.",service,75,82,positive
1335,The food at this place is 'gourmet' Indian cuisine.,'gourmet' Indian cuisine,26,50,neutral
2626,"Though you will undoubtedly be seated at a table with what seems like barely enough room (no matter what the size of your party), the warm atomosphere is worth the cramped quarters- you'll have fun and forgot about the tight spot you're in.",spot,225,229,negative
435,Instead of wasting your time here: SUPPORT RESTAURANTS THAT CARE ABOUT FOOD.,FOOD,71,75,neutral
1123,We both opted for a pasta dish and they were served timely and fresh.,served,45,51,positive
619,"($200 for 2 glasses of champagne, not too expensive bottle of wine and 2 after dinner drinks).",bottle of wine,52,66,negative
3515,Their exotic salad is basic ly a delcious little green salad with a peanut sauce that is perfect before their sweet basil fried tofu.,sweet basil fried tofu,110,132,positive
1783,Its a go-to for dates as well as entertaining out of town guests.,entertaining,33,45,positive
1879,"A cool bar with great food, and tons of excellent beer.",beer,50,54,positive
103,"Unfortunately, the food is outstanding, but everything else about this restaurant is the pits.",food,19,23,positive
1868,"I like Mamoun's food as well, but side by side, Kati Rolls just produce tastier food hands down.",food,80,84,positive
2596,I ate here a week ago and found most dishes average at best and too expensive.,dishes,37,43,negative
1016,they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.,service,11,18,positive
341,Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.,bagel,63,68,positive
1472,"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",lemon salad,26,37,negative
646,"Two people in our party felt like something else, and Volare immediately obliged with two great dishes that were not in their regular menu.",dishes,96,102,positive
554,The food is awesome - definitely try the striped bass.,food,4,8,positive
2096,Will have to return to try the chocolate!,chocolate,31,40,positive
1028,My first time there I happened not to like the Crab Croquette apt that i ordered and they were happy to change it for me without making no big deal.,Crab Croquette apt,47,65,negative
3244,"If it isn't for the food (A+++), it must be the service or the ambience.",service,48,55,positive
3252,Pick a bagel has the best bagels in the city.,bagels,26,32,positive
2624,"Though you will undoubtedly be seated at a table with what seems like barely enough room (no matter what the size of your party), the warm atomosphere is worth the cramped quarters- you'll have fun and forgot about the tight spot you're in.",atomosphere,139,150,positive
3322,"Save your money and don't waste your calories, go to Margharita's on Washington Street instead, they have amazing food and the BEST service.",service,132,139,positive
2586,"It is far more popular as a bar than as a restaurant, with only a few tables and the waiter being the bartender, but we greatly enjoyed the unobtrusive atmosphere.",tables,70,76,negative
953,The website and rating makes this place look wonderful but in reality it was very disappointing.,place,34,39,conflict
2958,"Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!",oyster,16,22,neutral
2233,Waiters are slow but sweet.,Waiters,0,7,conflict
981,BE CAREFUL before you request extra spice.,spice,36,41,neutral
2371,The tuna and wasabe potatoes are excellent.,tuna,4,8,positive
1864,A cool place to hang with your friends for a couple of healthy drinks and desserts.,drinks,63,69,positive
1449,"A very inviting restaurant, with friendly service.",service,42,49,positive
1290,"The portions are now very small, the sauces are overly-ambitious usually inedible while the service is still good, the restaurant, due to its popularity, seems frantic.",sauces,37,43,negative
3276,"$6 and there is much tasty food, all of it fresh and continually refilled.",food,27,31,positive
3633,"I've had the chicken with garlic sauce, chicken with black bean sauce, and hunan chicken.",hunan chicken,75,88,neutral
3019,The bagels are also reasonably priced for NYC.,priced,31,37,positive
2968,"If you are looking for a good quality, cheap eats - this is the place.",quality,30,37,positive
1473,"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",pepper,55,61,negative
839,He takes real pride in his food and his business.,food,27,31,positive
3150,"great wine list (italian), good food, service was INITIALLY fine.",food,32,36,positive
2421,My wife and I ate here earlier this week and have not stopped ranting and raving about the food.,food,91,95,positive
1345,Try the olive cream cheese or the lox spread on a whole wheat everything bagel.,lox spread,34,44,positive
888,The server was really cool and served us our food and drinks with a smile.,served,31,37,positive
826,"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the Peter's Favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.",salad,289,294,neutral
2002,The food was authentic.,food,4,8,positive
3049,The space is nice but when we order our drink we were in for a surprise.,drink,40,45,negative
540,"If you'd like to have a nice light meal with an asian accent, Long Tan is a good place on the slope.",meal,35,39,positive
1529,"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.",appetizer,91,100,neutral
2449,"Delicate spices, onions, eggs and a kick-ass roti.",eggs,25,29,positive
293,The soup for the udon was soy sauce and water.,water,40,45,neutral
52,The fried rice is amazing here.,fried rice,4,14,positive
3416,You can't say its cheap because food is cheaper in Chinatown.,food,32,36,conflict
3494,"The prices cannot be beat for the quality, quantity, freshness and taste.",freshness,53,62,positive
2119,"We arrived for dinner expecting to be impressed by a place that has an impressive past - but, that's just it -- the PAST!",dinner,15,21,neutral
104,We always have a delicious meal and always leave feeling satisfied.,meal,27,31,positive
3262,The fried dumplings are GREAT!,fried dumplings,4,19,positive
1475,"The Pad thai, lad nar and various other dishes all look good on paper but, I've had better thai food in less asthetically pleasing places.",lad nar,14,21,conflict
884,"While the ambiance and atmosphere were great, the food and service could have been a lot better.",service,59,66,negative
2625,"Though you will undoubtedly be seated at a table with what seems like barely enough room (no matter what the size of your party), the warm atomosphere is worth the cramped quarters- you'll have fun and forgot about the tight spot you're in.",room,84,88,negative
2559,The food there is so good that even to order out the wait is incredible.,food,4,8,positive
1738,"While I quite liked the food and the ambience, I'm not quite sure if it they really deserve it the Michelin rating they have displayed so prooudly in the window.",food,24,28,positive
1147,"The crust is thin, the ingredients are fresh and the staff is friendly.",ingredients,23,34,positive
3547,We were seated and ignored by waitstaff.,waitstaff,30,39,negative
3670,After dealing with subpar pizza all over the Kensington neighborhood - I've found little toninos.,pizza,26,31,negative
3007,"The calamari comes with an incredible sauce, and the duck noodles are yummy as well.",sauce,38,43,positive
3034,"I've been to this restaurant more than a dozen times and when I'm craving for Pho, Lemon grass chicken or Beef Cube on rice, this is the place to go.",Pho,78,81,positive
2507,"My entree of hot pot with seafood was full of imitation crabmeat with a couple pieces of shrimp and squid, and was unnecessarily heated with a burner.",squid,100,105,negative
2728,Their whitefish salad is excellent--all whitefish with a little mayo.,mayo,64,68,positive
637,The location and ambience is Ok but the food is what makes up for it.,location,4,12,neutral
2415,We could have made a meal of the yummy dumplings from the dumpling menu.,dumplings,39,48,positive
2569,"The highlight of the night was the mayonaisse for my side of fries I received from one of the food runners, which is not good considering the bill was nearly $100.",fries,61,66,negative
2972,"I recommend their Pad See Ew, Pork Chops or Tofu plates.",Pad See Ew,18,28,positive
3621,The place's decor and hidden bathrooms made for a good laugh.,bathrooms,29,38,positive
2181,The food is nothing like its menu description.,food,4,8,negative
2224,"You get what you pay for and with that logic in mind, Spice is a great place to grab some cheap eats and drinks in a beautiful setting.",drinks,105,111,positive
1558,we split a tasty vegetable samosa and the malai tikka wrap.,malai tikka wrap,42,58,positive
1197,"While the place is not a hotspot hangout, the drinks are unique and pack a lot of bang for the buck.",place,10,15,negative
941,"Late nite omelletes are not good here, there is no variety!",omelletes,10,19,negative
208,"Service could be improved but overall this is a place that understands the importance of little things (the heavy, black, antique-seeming teapot, for one) in the restaurant experience.",teapot,138,144,positive
864,"Service is not exactly five star, but thats not really a big deal.",Service,0,7,conflict
3497,"Check it out, it won't hurt your stomach or your wallet.",wallet,49,55,positive
1869,"The service is a bit slow, but harkens back to my years growing up in Napoli, Italy where things are not rushed and when you sit down for dinner the table is yours all night.",service,4,11,negative
2469,The bruschetta and panini's are so yummy!,bruschetta,4,14,positive
1814,This little place definitely exceeded my expectations and you sure get a lot of food for your money.,place,12,17,conflict
2688,The fillings may be unconventional but the dosa batter is definitely authentic and the combinations very tasty.,dosa batter,43,54,positive
2959,"Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!",Fish,35,39,neutral
1491,"The food inludes famous scrumptious bombay style chaat such as bhelpuri, sevpuri and samosa chaats, as well as other great indian appetizers.",sevpuri,73,80,positive
2705,"Bagels are ok, but be sure not to make any special requests!",Bagels,0,6,neutral
2629,"Considering their price of $6.25 for lunch special, the dish was ridiculously small.",price,18,23,negative
2997,"We live in New Jersey and whenever we go into New York City we buy bagels to eat hot and then to freeze (they told me that if I call in the order, they'd bring it out to the car so I wouldn't have to look for parking).",bagels,67,73,neutral
1555,This place must have cost the owners afortune to build.,cost,21,25,negative
685,And really large portions.,portions,17,25,positive
1470,The staff was the friendliest that have seen in New York.,staff,4,9,positive
3402,"If you're not familiar with the cuisine, you may encounter problems ordering here and be sure to bring plenty of cash with you as they don't accept credit cards.",cuisine,32,39,negative
1319,"Waiters tend to forget drinks completely, food portions are so tiny, two people have trouble sharing one entree.",Waiters,0,7,negative
518,Food-awesome.,Food,0,4,positive
1100,"I had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.",pinot noir,56,66,positive
3546,"This is the only Thai place I go too in NYC, it's wonderful, and live relaxed Jazz on certain nights.",Jazz,78,82,positive
3627,Deliveries often take up to an hour and the prices are higher than most other pizzerias in the area.,prices,44,50,negative
1731,The lunch special is an asbolute steal.,lunch special,4,17,positive
1214,"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.",seafood tagliatelle,61,80,negative
909,"Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!",jazz brunch,76,87,positive
2562,"Their sushi, Kamikaze and other Rolls are fresh and well presented.",sushi,6,11,positive
1497,The only problem is that the manager is a complete incompetent.,manager,29,36,negative
2614,The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.,wine,53,57,positive
350,"We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.",bartender,165,174,negative
2293,The Thai food is good.,Thai food,4,13,positive
3002,"Nice ambiance, nice little bar, good bartender, Francois, and good service.",bar,27,30,positive
67,They wouldnt even let me finish my glass of wine before offering another.,glass of wine,35,48,neutral
2510,We began with the cheese fondue (the artisanal blend) and added apples and kielbasa to dip.,cheese fondue,18,31,neutral
3220,"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",Fatty Yellow Tail,80,97,neutral
2979,"this is the best secret place in midtown', I heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last Tuesday.",drinks,147,153,positive
1661,"The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.",wait staff,4,14,positive
3224,"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",Blue Fin Torro (Fatty Tuna),113,140,neutral
735,"But, they were too big for the bun.",bun,31,34,neutral
3544,I really recommend the very simple Unda (Egg) rolls.,Unda (Egg) rolls,35,51,positive
1064,They even have a section in the menu called American Chinese food!,American Chinese food,44,65,negative
688,"We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food.",lunch,17,22,neutral
1789,"Fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness.",fish,98,102,positive
2690,"This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!",dinner,60,66,positive
3589,"The restaurant is dark and not very attractive and then you have spot lights shining on you putting you in the worst light possible, reaching for sunglasses.",spot lights,65,76,negative
3054,"The food is amazing, rich pastas and fresh doughy pizza.",food,4,8,positive
195,"Food was average and creme brulee was awful - the sugar was charred, not caramelized and smelled of kerosene.",creme brulee,21,33,negative
1432,"The freshest, best variety, and the fastest delivery.",variety,19,26,positive
3659,The selection changes frequently but the basic dishes are always available.,basic dishes,41,53,neutral
1186,"While they keep the capex to a minimum, they do put some cash into the bagels, because they among the best in the city.",capex,20,25,positive
1648,The menu seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them.,seafood,53,60,positive
1770,"The menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.",menu,4,8,negative
380,"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.",eggs benedict,12,25,negative
1683,sometimes i get good food and ok service.,service,33,40,neutral
2898,"The service was bad, the food took to forever to come, we sat on the upper level.",service,4,11,negative
3249,"Overall, not worth the money.",money,23,28,negative
1311,"The atmosphere isn't the greatest , but I suppose that's how they keep the prices down .",prices,75,81,positive
3476,"Good, because hey, it's more food, but bad because dim sum is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap.",portions,85,93,negative
971,"Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",table,19,24,negative
2620,"Overall, the ingredients and technique are there and I am encouraged enough to return at lunch or dinner to see whether the boldness of the flavour palette improves.",lunch,89,94,neutral
